,date,LT
559,2022-12-24 09:19:00,3.138888889
560,2022-12-24 09:20:00,3.138888889
561,2022-12-24 09:21:00,3.238888889
562,2022-12-24 09:22:00,3.516666667
563,2022-12-24 09:23:00,3.516666667
564,2022-12-24 09:24:00,3.544444444
565,2022-12-24 09:25:00,3.811111111
566,2022-12-24 09:26:00,3.811111111
567,2022-12-24 09:27:00,4.238888889
568,2022-12-24 09:28:00,4.194444444
569,2022-12-24 09:29:00,4.194444444
570,2022-12-24 09:30:00,4.111111111
571,2022-12-24 09:31:00,4.0
572,2022-12-24 09:32:00,4.0
573,2022-12-24 09:33:00,4.111111111
574,2022-12-24 09:34:00,6.072222222
575,2022-12-24 09:35:00,6.072222222
576,2022-12-24 09:36:00,6.194444444
577,2022-12-24 09:37:00,5.527777778
578,2022-12-24 09:38:00,5.527777778
579,2022-12-24 09:39:00,5.466666667
580,2022-12-24 09:40:00,3.277777778
581,2022-12-24 09:41:00,3.277777778
582,2022-12-24 09:42:00,3.888888889
583,2022-12-24 09:43:00,4.061111111
584,2022-12-24 09:44:00,4.061111111
585,2022-12-24 09:45:00,4.238888889
586,2022-12-24 09:46:00,4.172222222
587,2022-12-24 09:47:00,4.172222222
588,2022-12-24 09:48:00,4.2
589,2022-12-24 09:49:00,3.883333333
590,2022-12-24 09:50:00,3.883333333
591,2022-12-24 09:51:00,4.427777778
592,2022-12-24 09:52:00,4.166666667
593,2022-12-24 09:53:00,4.166666667
594,2022-12-24 09:54:00,4.094444444
595,2022-12-24 09:55:00,3.6
596,2022-12-24 09:56:00,3.6
597,2022-12-24 09:57:00,3.227777778
598,2022-12-24 09:58:00,3.25
599,2022-12-24 09:59:00,3.25
600,2022-12-24 10:00:00,4.022222222
601,2022-12-24 10:01:00,6.094444444
602,2022-12-24 10:02:00,6.094444444
603,2022-12-24 10:03:00,6.111111111
604,2022-12-24 10:04:00,5.25
605,2022-12-24 10:05:00,5.25
606,2022-12-24 10:06:00,5.466666667
607,2022-12-24 10:07:00,3.733333333
608,2022-12-24 10:08:00,3.733333333
609,2022-12-24 10:09:00,4.238888889
610,2022-12-24 10:10:00,4.061111111
611,2022-12-24 10:11:00,4.061111111
612,2022-12-24 10:12:00,4.316666667
613,2022-12-24 10:13:00,3.9
614,2022-12-24 10:14:00,3.9
615,2022-12-24 10:15:00,3.844444444
616,2022-12-24 10:16:00,3.683333333
617,2022-12-24 10:17:00,3.683333333
618,2022-12-24 10:18:00,3.655555556
619,2022-12-24 10:19:00,3.266666667
620,2022-12-24 10:20:00,3.266666667
621,2022-12-24 10:21:00,3.083333333
622,2022-12-24 10:22:00,3.094444444
623,2022-12-24 10:23:00,3.094444444
624,2022-12-24 10:24:00,3.138888889
625,2022-12-24 10:25:00,3.222222222
626,2022-12-24 10:26:00,3.222222222
627,2022-12-24 10:27:00,2.9
